"","UF","Capital","area","tipoArea","peso","idad","sexo","raca","nvlMaisElevado","anosEst","posTrab","posOcup","rendOcup","grupPosOcup","ocup","classeOcup1","classeOcup2","ln_rendOcup"
"564",11,11,1,1,88.81019393,30,"F","Parda ",6,14,1,1,1800,1,4110,9,4,7.49554194388426
"567",11,11,1,1,271.85290364,38,"M","Branca",2,8,1,1,1212,1,5223,4,5,7.10002716662926
"568",11,11,1,1,271.85290364,35,"F","Branca",5,12,1,1,1212,1,5223,4,5,7.10002716662926
"571",11,11,1,1,285.40852021,60,"M","Parda ",5,13,1,1,2000,9,7522,2,7,7.60090245954208
"572",11,11,1,1,210.88790046,73,"M","Parda ",7,16,1,1,6000,9,5221,4,5,8.69951474821019
"573",11,11,1,1,210.88790046,44,"F","Parda ",7,16,1,1,6000,9,5221,4,5,8.69951474821019
"575",11,11,1,1,265.45903812,25,"F","Parda ",7,16,1,1,2000,7,4110,8,4,7.60090245954208
"576",11,11,1,1,265.45903812,57,"F","Parda ",7,16,1,1,4000,7,4110,8,4,8.29404964010203
"577",11,11,1,1,265.45903812,28,"M","Branca",7,16,1,1,2500,1,4110,7,4,7.82404601085629
"578",11,11,1,1,316.52576617,20,"M","Parda ",4,11,1,1,1230,9,9313,3,9,7.11476944836646
"579",11,11,1,1,316.52576617,17,"F","Branca",3,9,1,1,1230,4,9111,11,9,7.11476944836646
"582",11,11,1,1,277.7328602,51,"F","Parda ",7,16,1,1,3000,7,4110,8,4,8.00636756765025
"585",11,11,1,1,277.7328602,28,"M","Parda ",7,16,1,1,3000,6,4110,8,4,8.00636756765025
"588",11,11,1,1,267.65299509,49,"M","Parda ",1,0,1,1,1100,9,7112,2,7,7.00306545878646
"594",11,11,1,1,188.71987243,40,"M","Amarela",5,12,1,1,1500,1,2654,7,2,7.3132203870903
"595",11,11,1,1,357.87021346,33,"M","Branca",7,16,1,1,1212,9,2611,7,2,7.10002716662926
"596",11,11,1,1,152.03201304,51,"F","Parda ",7,16,1,1,3000,7,4110,8,4,8.00636756765025
"600",11,11,1,1,157.44673085,56,"M","Branca",7,16,1,1,6000,7,3221,8,3,8.69951474821019
"601",11,11,1,1,213.63266247,19,"M","Parda ",5,12,1,1,850,9,5141,10,5,6.74523634948436
"604",11,11,1,1,154.5422038,58,"M","Branca",7,16,1,1,11000,7,2161,8,2,9.30565055178051
"605",11,11,1,1,154.5422038,58,"F","Branca",7,16,1,1,3000,9,7112,7,7,8.00636756765025
"607",11,11,1,1,267.30819604,36,"F","Branca",7,16,1,1,10000,7,2212,8,2,9.21034037197618
"609",11,11,1,1,239.70481258,41,"M","Branca",7,16,1,1,4000,8,1342,9,1,8.29404964010203
"610",11,11,1,1,239.70481258,40,"F","Branca",7,16,1,1,10000,7,3411,8,3,9.21034037197618
"614",11,11,1,1,220.7164813,48,"F","Parda ",7,16,1,1,3200,6,2330,9,2,8.07090608878782
"622",11,11,1,1,193.13247781,43,"M","Parda ",5,12,1,1,3000,1,5223,4,5,8.00636756765025
"624",11,11,1,1,165.00335734,47,"F","Parda ",5,12,1,1,1200,4,9111,11,9,7.09007683577609
"626",11,11,1,1,214.09083099,59,"M","Parda ",1,0,1,1,1000,9,6111,1,6,6.90775527898214
"630",11,11,1,1,173.80025813,54,"M","Parda ",2,4,1,1,1000,9,7112,3,7,6.90775527898214
"637",11,11,1,1,149.12997795,54,"M","Branca",5,12,1,1,1800,7,5414,9,5,7.49554194388426
"640",11,11,1,1,149.12997795,24,"M","Branca",6,14,1,1,850,6,3511,8,3,6.74523634948436
"646",11,11,1,1,109.29773228,82,"M","Parda ",2,5,1,1,1600,9,6111,1,6,7.37775890822787
"649",11,11,1,1,150.29358854,26,"M","Parda ",2,3,1,1,1212,9,9313,3,9,7.10002716662926
"650",11,11,1,1,91.86435597,45,"F","Parda ",5,12,1,1,520,9,3221,9,3,6.25382881157547
"653",11,11,1,1,162.15909513,42,"M","Parda ",4,11,1,1,500,9,6225,1,6,6.21460809842219
"656",11,11,1,1,162.15909513,21,"M","Parda ",4,11,1,1,2000,9,9311,2,9,7.60090245954208
"663",11,11,1,1,173.60958097,33,"F","Parda ",7,16,1,1,1212,1,4110,4,4,7.10002716662926
"664",11,11,1,1,173.60958097,39,"M","Parda ",5,12,1,1,4000,1,5243,7,5,8.29404964010203
"667",11,11,1,1,162.07972615,42,"F","Parda ",5,12,1,1,1212,4,9111,11,9,7.10002716662926
"668",11,11,1,1,162.07972615,33,"M","Branca",5,12,1,1,1212,9,7115,2,7,7.10002716662926
"671",11,11,1,1,177.07892855,22,"F","Preta",4,11,1,1,300,9,5311,10,5,5.7037824746562
"672",11,11,1,1,177.07892855,20,"M","Branca",4,10,1,1,4500,2,5141,10,5,8.41183267575841
"675",11,11,1,1,181.59200755,28,"M","Parda ",5,12,1,1,3500,1,8322,2,8,8.1605182474775
"676",11,11,1,1,181.59200755,27,"M","Amarela",5,12,1,1,1212,1,9329,2,9,7.10002716662926
"680",11,11,1,1,98.37924037,56,"M","Branca",5,12,1,1,3000,8,7231,4,7,8.00636756765025
"682",11,11,1,1,143.14388584,38,"M","Parda ",5,12,1,1,1800,1,4110,7,4,7.49554194388426
"685",11,11,1,1,143.14388584,42,"M","Parda ",5,12,1,1,1800,1,5414,7,5,7.49554194388426
"688",11,11,1,1,123.60855524,24,"M","Parda ",5,12,1,1,1100,1,5414,7,5,7.00306545878646
"689",11,11,1,1,122.41321099,53,"M","Branca",7,16,1,1,7000,7,5414,8,5,8.85366542803745
"694",11,11,1,1,89.29086917,63,"F","Parda ",5,12,1,1,1300,7,5131,8,5,7.17011954344963
"695",11,11,1,1,89.29086917,55,"M","Parda ",5,12,1,1,1000,9,7119,3,7,6.90775527898214
"696",11,11,1,1,155.61589228,29,"F","Parda ",5,12,1,1,600,6,2359,2,2,6.39692965521615
"697",11,11,1,1,155.61589228,32,"M","Preta",7,16,1,1,3500,7,3123,8,3,8.1605182474775
"700",11,11,1,1,141.60063465,44,"M","Parda ",5,12,1,1,500,9,5221,4,5,6.21460809842219
"702",11,11,1,1,130.22078194,27,"F","Parda ",7,16,1,1,2200,1,2635,7,2,7.69621263934641
"704",11,11,1,1,130.22078194,31,"F","Branca",7,16,1,1,2200,1,2635,7,2,7.69621263934641
"705",11,11,1,1,135.39320054,61,"M","Branca",2,3,1,1,3000,9,7112,3,7,8.00636756765025
"706",11,11,1,1,135.39320054,31,"F","Branca",5,12,1,1,1200,1,5230,4,5,7.09007683577609
"707",11,11,1,1,135.39320054,38,"M","Branca",5,12,1,1,1500,9,8321,5,8,7.3132203870903
"708",11,11,1,1,138.15028677,46,"F","Branca",5,12,1,1,1200,1,3343,7,3,7.09007683577609
"709",11,11,1,1,138.15028677,46,"M","Parda ",2,7,1,1,1200,9,5211,4,5,7.09007683577609
"710",11,11,1,1,138.15028677,26,"M","Parda ",6,13,1,1,1200,6,3314,8,3,7.09007683577609
"712",11,11,1,1,78.32619913,60,"F","Parda ",5,12,1,1,2300,7,4110,8,4,7.74066440191724
"713",11,11,1,1,107.17555613,48,"M","Branca",5,12,1,1,3000,7,3341,8,3,8.00636756765025
"716",11,11,1,1,91.79684556,52,"F","Parda ",7,16,1,1,1800,7,4110,8,4,7.49554194388426
"718",11,11,1,1,158.09900908,46,"M","Preta",4,10,1,1,4000,8,5221,7,5,8.29404964010203
"719",11,11,1,1,158.09900908,46,"F","Branca",5,12,1,1,1500,9,5243,4,5,7.3132203870903
"721",11,11,1,1,154.12852465,26,"M","Branca",6,14,1,1,2400,7,4110,9,4,7.78322401633604
"723",11,11,1,1,102.95261058,61,"F","Parda ",5,12,1,1,1500,9,5141,10,5,7.3132203870903
"725",11,11,1,1,118.11007812,62,"M","Parda ",2,5,1,1,3000,1,8332,5,8,8.00636756765025
"728",11,11,1,1,153.61513847,40,"M","Branca",7,16,1,1,2200,1,3211,9,3,7.69621263934641
"734",11,11,1,1,172.02339898,35,"M","Parda ",2,6,1,1,1212,9,7213,2,7,7.10002716662926
"737",11,11,1,1,129.67928142,55,"M","Parda ",5,12,1,1,8000,7,3511,9,3,8.98719682066197
"740",11,11,1,1,106.34675993,69,"F","Branca",5,12,1,1,1800,7,5120,9,5,7.49554194388426
"743",11,11,1,1,194.11172212,22,"F","Parda ",6,13,1,1,2424,1,4110,4,4,7.7931743471892
"744",11,11,1,1,194.11172212,22,"M","Parda ",6,14,1,1,3636,1,1219,4,1,8.19863945529737
"745",11,11,1,1,200.17481018,34,"M","Parda ",7,16,1,1,4800,7,412,8,10,8.47637119689598
"749",11,11,1,1,165.04587775,39,"M","Parda ",7,16,1,1,5500,7,412,8,10,8.61250337122056
"750",11,11,1,1,165.04587775,38,"F","Parda ",7,16,1,1,2000,7,5120,9,5,7.60090245954208
"755",11,11,1,1,174.40424304,30,"M","Parda ",4,11,1,1,1212,2,8322,4,8,7.10002716662926
"763",11,11,1,1,186.03210403,29,"M","Parda ",4,10,1,1,1200,2,7233,4,7,7.09007683577609
"764",11,11,1,1,110.40795589,52,"F","Parda ",5,12,1,1,2300,6,3221,9,3,7.74066440191724
"765",11,11,1,1,110.40795589,36,"M","Branca",5,12,1,1,1700,3,9111,11,9,7.43838353004431
"767",11,11,1,1,117.96177594,34,"M","Branca",5,12,1,1,2000,9,5243,4,5,7.60090245954208
"768",11,11,1,1,117.96177594,29,"F","Parda ",5,12,1,1,1300,1,4110,7,4,7.17011954344963
"769",11,11,1,1,97.58973431,52,"F","Parda ",5,12,1,1,2000,9,3334,7,3,7.60090245954208
"770",11,11,1,1,97.58973431,21,"F","Parda ",6,13,1,1,1300,1,4110,7,4,7.17011954344963
"771",11,11,1,1,114.91215671,43,"M","Parda ",3,9,1,1,1300,9,7127,3,7,7.17011954344963
"772",11,11,1,1,114.91215671,37,"F","Parda ",7,16,1,1,1300,1,3221,9,3,7.17011954344963
"775",11,11,1,1,83.20741128,67,"F","Indígena",7,16,1,1,4000,7,2330,9,2,8.29404964010203
"776",11,11,1,1,83.20741128,63,"M","Indígena",5,12,1,1,1212,9,7112,3,7,7.10002716662926
"781",11,11,1,1,122.39803468,44,"M","Branca",1,0,1,1,600,9,7231,4,7,6.39692965521615
"782",11,11,1,1,122.39803468,18,"F","Branca",4,10,1,1,1300,2,4225,4,4,7.17011954344963
"783",11,11,1,1,122.39803468,29,"M","Branca",2,7,1,1,400,9,7512,2,7,5.99146454710798
"784",11,11,1,1,82.6591418,63,"F","Preta",5,12,1,1,1200,9,7533,2,7,7.09007683577609
"786",11,11,1,1,127.63286034,43,"M","Parda ",5,12,1,1,2500,9,7112,3,7,7.82404601085629
"787",11,11,1,1,127.63286034,21,"F","Parda ",6,13,1,1,1500,2,4110,4,4,7.3132203870903
"789",11,11,1,1,94.25560766,50,"F","Parda ",2,4,1,1,1221,1,9412,6,9,7.1074254741107
"791",11,11,1,1,115.10784114,24,"F","Parda ",7,16,1,1,2000,9,2161,3,2,7.60090245954208
"795",11,11,1,1,136.83639612,39,"F","Parda ",7,16,1,1,1212,2,2411,7,2,7.10002716662926
"796",11,11,1,1,136.83639612,39,"M","Preta",2,8,1,1,1212,9,7213,2,7,7.10002716662926
"798",11,11,1,1,146.5548466,36,"M","Parda ",5,12,1,1,2440,1,8332,5,8,7.79975331828725
"799",11,11,1,1,146.5548466,35,"F","Parda ",5,12,1,1,1212,9,2354,10,2,7.10002716662926
"801",11,11,1,1,129.38101236,43,"F","Parda ",7,16,1,1,2400,7,2341,9,2,7.78322401633604
"802",11,11,1,1,129.38101236,47,"M","Parda ",5,12,1,1,1800,1,5414,7,5,7.49554194388426
"807",11,11,1,1,196.94276194,39,"M","Parda ",6,15,1,1,4000,7,5413,8,5,8.29404964010203
"808",11,11,1,1,115.12397602,60,"M","Parda ",5,12,1,1,5000,7,4110,9,4,8.51719319141624
"810",11,11,1,1,115.12397602,38,"F","Branca",5,12,1,1,1100,9,9313,5,9,7.00306545878646
"814",11,11,1,1,157.71076202,22,"M","Parda ",5,12,1,1,1100,1,4321,4,4,7.00306545878646
"819",11,11,1,1,202.97921327,25,"F","Parda ",5,12,1,1,400,4,9111,11,9,5.99146454710798
"821",11,11,1,1,172.95762981,45,"F","Parda ",5,12,1,1,1500,9,3255,9,3,7.3132203870903
"822",11,11,1,1,172.95762981,49,"M","Parda ",7,16,1,1,4000,7,5414,8,5,8.29404964010203
"823",11,11,1,1,172.14535725,55,"M","Parda ",2,6,1,1,700,9,6225,1,6,6.5510803350434
"824",11,11,1,1,172.14535725,47,"F","Parda ",5,12,1,1,1300,7,9112,8,9,7.17011954344963
"827",11,11,1,1,213.11245545,61,"M","Branca",7,16,1,1,8000,1,2152,2,2,8.98719682066197
"830",11,11,1,1,213.11245545,17,"F","Branca",4,10,1,1,1500,1,4110,7,4,7.3132203870903
"833",11,11,1,1,229.19249886,44,"F","Parda ",5,12,1,1,1400,9,5243,7,5,7.24422751560335
"834",11,11,1,1,229.19249886,36,"M","Parda ",5,12,1,1,1800,1,5223,4,5,7.49554194388426
"836",11,11,1,1,153.26002437,71,"M","Branca",2,5,1,1,1400,9,5212,6,5,7.24422751560335
"837",11,11,1,1,199.47685377,47,"F","Parda ",7,16,1,1,2000,9,2611,7,2,7.60090245954208
"838",11,11,1,1,199.47685377,23,"M","Parda ",5,12,1,1,1600,1,3513,2,3,7.37775890822787
"840",11,11,1,1,170.45754011,48,"F","Parda ",7,16,1,1,3400,6,2262,9,2,8.13153071060425
"841",11,11,1,1,265.8676498,21,"F","Parda ",5,12,1,1,1212,1,5230,4,5,7.10002716662926
"842",11,11,1,1,265.8676498,27,"M","Parda ",5,12,1,1,1800,2,7123,3,7,7.49554194388426
"843",11,11,1,1,216.07207721,49,"F","Parda ",2,6,1,1,1200,3,9111,11,9,7.09007683577609
"844",11,11,1,1,216.07207721,28,"F","Parda ",5,12,1,1,800,9,5120,6,5,6.68461172766793
"845",11,11,1,1,216.07207721,30,"M","Parda ",4,11,1,1,1250,9,5120,4,5,7.13089883029635
"847",11,11,1,1,205.12663921,44,"F","Parda ",5,12,1,1,2000,7,9112,8,9,7.60090245954208
"848",11,11,1,1,205.12663921,44,"M","Parda ",5,12,1,1,2000,7,9112,8,9,7.60090245954208
"849",11,11,1,1,205.12663921,24,"F","Parda ",5,12,1,1,1212,7,4110,8,4,7.10002716662926
"850",11,11,1,1,205.12663921,22,"F","Parda ",6,14,1,1,1212,1,4225,9,4,7.10002716662926
"854",11,11,1,1,226.62518008,24,"M","Parda ",6,16,1,1,1400,1,5222,4,5,7.24422751560335
"855",11,11,1,1,185.48627517,20,"F","Parda ",6,13,1,1,400,4,5311,11,5,5.99146454710798
"856",11,11,1,1,185.48627517,26,"M","Parda ",5,12,1,1,1500,1,4321,2,4,7.3132203870903
"862",11,11,1,1,150.40631012,41,"F","Branca",7,16,1,1,1500,1,9334,4,9,7.3132203870903
"866",11,11,1,1,150.03614089,35,"F","Parda ",7,16,1,1,1800,7,4110,8,4,7.49554194388426
"868",11,11,1,1,146.1463828,51,"M","Parda ",5,12,1,1,1100,9,7112,3,7,7.00306545878646
"869",11,11,1,1,157.00606652,53,"M","Parda ",5,12,1,1,4000,1,3341,4,3,8.29404964010203
"871",11,11,1,1,157.00606652,32,"F","Parda ",7,16,1,1,2000,1,2221,7,2,7.60090245954208
"872",11,11,1,1,157.00606652,28,"F","Parda ",7,16,1,1,3000,1,2221,9,2,8.00636756765025
"873",11,11,1,1,157.00606652,39,"M","Parda ",5,12,1,1,1800,1,8322,5,8,7.49554194388426
"875",11,11,1,1,219.96034096,38,"M","Preta",5,12,1,1,4000,1,4321,7,4,8.29404964010203
"876",11,11,1,1,197.34677766,20,"F","Parda ",5,12,1,1,800,1,5230,4,5,6.68461172766793
"877",11,11,1,1,197.34677766,21,"M","Parda ",5,12,1,1,1100,9,8141,4,8,7.00306545878646
"880",11,11,1,1,133.2987867,27,"F","Parda ",7,16,1,1,800,9,5142,10,5,6.68461172766793
"883",11,11,1,1,136.71635106,63,"F","Preta",7,16,1,1,3000,7,4110,9,4,8.00636756765025
"887",11,11,1,1,173.82130093,46,"M","Preta",5,12,1,1,1200,1,7511,4,7,7.09007683577609
"891",11,11,1,1,166.65353903,63,"M","Parda ",2,3,1,1,1100,1,9112,7,9,7.00306545878646
"895",11,11,1,1,195.41271888,19,"F","Preta",5,12,1,1,1212,1,9334,4,9,7.10002716662926
"896",11,11,1,1,180.48679742,58,"F","Parda ",2,7,1,1,800,4,9111,11,9,6.68461172766793
"897",11,11,1,1,180.48679742,53,"M","Parda ",7,16,1,1,3500,7,2330,9,2,8.1605182474775
"898",11,11,1,1,180.48679742,20,"M","Parda ",5,12,1,1,1100,1,5153,7,5,7.00306545878646
"900",11,11,1,1,184.88864656,46,"F","Parda ",7,16,1,1,4000,7,3313,8,3,8.29404964010203
"904",11,11,1,1,191.00224987,37,"F","Branca",7,16,1,1,4500,7,4110,9,4,8.41183267575841
"911",11,11,1,1,228.95647299,36,"M","Branca",5,12,1,1,1100,1,5223,4,5,7.00306545878646
"918",11,11,1,1,135.19208927,33,"F","Preta",2,5,1,1,1212,3,5311,11,5,7.10002716662926
"920",11,11,1,1,170.80718411,28,"M","Parda ",4,11,1,1,2200,9,7112,3,7,7.69621263934641
"922",11,11,1,1,125.71686897,38,"F","Parda ",5,12,1,1,1080,9,5141,10,5,6.98471632011827
"923",11,11,1,1,125.71686897,19,"F","Parda ",5,12,1,1,1100,1,4110,7,4,7.00306545878646
"926",11,11,1,1,125.88833013,44,"M","Preta",2,4,1,1,1000,9,7112,3,7,6.90775527898214
"931",11,11,1,1,151.52596066,39,"M","Parda ",2,7,1,1,1500,1,6112,4,6,7.3132203870903
"936",11,11,1,1,160.56869537,33,"M","Parda ",3,9,1,1,2800,1,8332,4,8,7.9373746961633
"940",11,11,1,1,139.82584453,42,"M","Preta",5,12,1,1,1900,1,5414,7,5,7.54960916515453
"944",11,11,1,1,135.14977294,37,"F","Preta",7,16,1,1,1800,1,5414,7,5,7.49554194388426
"945",11,11,1,1,135.14977294,30,"M","Preta",7,16,1,1,1500,1,1412,6,1,7.3132203870903
"947",11,11,1,1,101.50916353,24,"M","Branca",7,16,1,1,3500,9,2166,7,2,8.1605182474775
"948",11,11,1,1,94.76441979,41,"F","Parda ",7,16,1,1,1850,9,5221,4,5,7.52294091807237
"949",11,11,1,1,94.76441979,48,"M","Parda ",7,16,1,1,4800,7,2411,8,2,8.47637119689598
"950",11,11,1,1,94.76441979,18,"M","Preta",5,12,1,1,1212,9,5141,10,5,7.10002716662926
"954",11,11,1,1,87.10017926,48,"F","Branca",7,16,1,1,6000,6,2221,8,2,8.69951474821019
"956",11,11,1,1,120.67455674,40,"F","Branca",7,16,1,1,2800,7,2310,9,2,7.9373746961633
"957",11,11,1,1,120.67455674,39,"M","Parda ",5,12,1,1,5000,7,412,8,10,8.51719319141624
"961",11,11,1,1,105.00698987,22,"M","Parda ",5,12,1,1,1800,7,210,8,10,7.49554194388426
"963",11,11,1,1,121.00143673,33,"M","Parda ",3,9,1,1,1700,1,8322,5,8,7.43838353004431
"970",11,11,1,1,110.65734848,21,"F","Branca",6,13,1,1,1212,1,4110,7,4,7.10002716662926
"971",11,11,1,1,110.65734848,38,"M","Branca",7,16,1,1,1900,1,3152,5,3,7.54960916515453
"974",11,11,1,1,83.50364651,47,"F","Parda ",7,16,1,1,1850,9,5211,6,5,7.52294091807237
"977",11,11,1,1,102.06300104,31,"M","Branca",7,16,1,1,3700,7,2411,7,2,8.21608809863232
"978",11,11,1,1,109.65886474,23,"M","Preta",5,12,1,1,1212,1,4110,4,4,7.10002716662926
"979",11,11,1,1,109.65886474,42,"M","Preta",2,7,1,1,1900,1,3122,2,3,7.54960916515453
"982",11,11,1,1,82.41140725,56,"M","Parda ",7,15,1,1,5000,9,2411,7,2,8.51719319141624
"983",11,11,1,1,82.41140725,51,"F","Parda ",7,16,1,1,5000,7,2351,8,2,8.51719319141624
"986",11,11,1,1,98.06737246,43,"M","Parda ",6,16,1,1,5000,2,5243,4,5,8.51719319141624
"988",11,11,1,1,101.48989846,42,"M","Parda ",6,16,1,1,1100,9,5221,4,5,7.00306545878646
"991",11,11,1,1,59.33433577,54,"F","Branca",5,12,1,1,500,9,8322,5,8,6.21460809842219
"992",11,11,1,1,94.55892499,41,"F","Parda ",2,8,1,1,600,2,5131,6,5,6.39692965521615
"993",11,11,1,1,94.55892499,24,"M","Parda ",7,16,1,1,2800,7,3411,8,3,7.9373746961633
"995",11,11,1,1,75.1701293,69,"M","Parda ",6,13,1,1,5000,7,3341,9,3,8.51719319141624
"996",11,11,1,1,89.77895599,55,"F","Parda ",7,16,1,1,400,9,7531,2,7,5.99146454710798
"1000",11,11,1,1,91.12927,47,"F","Branca",7,16,1,1,7000,7,1346,7,1,8.85366542803745
"1002",11,11,1,1,84.9643,59,"M","Branca",7,16,1,1,10000,7,3341,8,3,9.21034037197618
"1004",11,11,1,1,84.9643,28,"M","Branca",7,15,1,1,4500,7,3341,8,3,8.41183267575841
"1008",11,11,1,1,250.2375,17,"F","Branca",4,12,1,1,1212,9,5131,6,5,7.10002716662926
"1010",11,11,1,1,207.5219,61,"M","Parda ",5,12,1,1,3000,8,5221,4,5,8.00636756765025
"1011",11,11,1,1,207.5219,52,"F","Parda ",7,16,1,1,3000,8,5221,4,5,8.00636756765025
"1016",11,11,1,1,238.1588,38,"M","Parda ",5,12,1,1,5000,8,5221,4,5,8.51719319141624
"1017",11,11,1,1,238.1588,34,"F","Parda ",5,12,1,1,5000,8,5221,4,5,8.51719319141624
"1023",11,11,1,1,186.4424,45,"M","Parda ",7,16,1,1,15000,1,2142,3,2,9.61580548008435
"1025",11,11,1,1,184.3544,51,"F","Parda ",7,16,1,1,3328,7,4110,8,4,8.1101268019411
"1026",11,11,1,1,184.3544,18,"F","Parda ",5,12,1,1,950,2,3411,7,3,6.85646198459459
"1031",11,11,1,1,92.9771,59,"F","Parda ",5,12,1,1,5000,7,4110,8,4,8.51719319141624
"1033",11,11,1,1,105.2733,56,"M","Parda ",5,13,1,1,10000,1,3341,7,3,9.21034037197618
"1034",11,11,1,1,105.2733,47,"F","Parda ",7,16,1,1,3000,7,2330,9,2,8.00636756765025
"1038",11,11,1,1,116.7249,45,"M","Parda ",7,16,1,1,4500,7,3352,8,3,8.41183267575841
"1041",11,11,1,1,175.4258,28,"M","Preta",5,12,1,1,2000,2,7512,6,7,7.60090245954208
"1042",11,11,1,1,175.4258,31,"F","Branca",5,12,1,1,1100,9,5243,4,5,7.00306545878646
"1044",11,11,1,1,121.945,49,"F","Parda ",5,12,1,1,1200,1,9112,6,9,7.09007683577609
"1046",11,11,1,1,121.945,19,"F","Parda ",5,12,1,1,1100,2,9412,6,9,7.00306545878646
"1048",11,11,1,1,136.2848,26,"M","Parda ",6,14,1,1,2000,1,5131,6,5,7.60090245954208
"1049",11,11,1,1,136.2848,45,"F","Parda ",6,15,1,1,1800,1,2641,9,2,7.49554194388426
"1051",11,11,1,1,122.0153,59,"M","Parda ",7,16,1,1,17000,7,2421,8,2,9.74096862303835
"1052",11,11,1,1,122.0153,54,"F","Parda ",7,16,1,1,7000,7,2421,8,2,8.85366542803745
"1053",11,11,1,1,112.0404,66,"M","Parda ",5,12,1,1,3000,7,9611,8,9,8.00636756765025
"1060",11,11,1,1,195.4893,52,"F","Parda ",7,15,1,1,600,9,5243,4,5,6.39692965521615
"1062",11,11,1,1,195.4893,36,"M","Branca",7,16,1,1,5000,7,2411,9,2,8.51719319141624
"1063",11,11,1,1,195.4893,32,"F","Branca",7,16,1,1,1200,2,2634,9,2,7.09007683577609
"1067",11,11,1,1,164.4482,39,"M","Parda ",6,13,1,1,2000,7,412,8,10,7.60090245954208
"1068",11,11,1,1,203.6376,40,"M","Branca",2,5,1,1,1212,9,5221,4,5,7.10002716662926
"1069",11,11,1,1,203.6376,39,"F","Branca",2,8,1,1,1212,9,5221,4,5,7.10002716662926
"1070",11,11,1,1,203.6376,20,"M","Branca",5,12,1,1,1212,9,5221,4,5,7.10002716662926
"1072",11,11,1,1,230.0615,24,"M","Parda ",5,12,1,1,2700,1,5120,6,5,7.90100705199242
"1073",11,11,1,1,188.7289,38,"M","Parda ",5,12,1,1,2000,1,5153,7,5,7.60090245954208
"1074",11,11,1,1,188.7289,46,"F","Parda ",5,12,1,1,2000,9,9121,10,9,7.60090245954208
"1076",11,11,1,1,215.0965,31,"M","Parda ",5,12,1,1,7000,8,1219,10,1,8.85366542803745
"1077",11,11,1,1,215.0965,32,"F","Parda ",5,12,1,1,7000,8,1219,10,1,8.85366542803745
"1079",11,11,1,1,176.9383,54,"F","Parda ",7,16,1,1,9000,7,2310,9,2,9.10497985631836
"1083",11,11,1,1,142.3421,41,"F","Parda ",7,16,1,1,6000,7,2221,9,2,8.69951474821019
"1088",11,11,1,1,212.3431,29,"M","Branca",5,12,1,1,1200,1,9334,4,9,7.09007683577609
"1090",11,11,1,1,326.5516,64,"M","Parda ",5,12,1,1,5700,7,3142,8,3,8.64822145382264
"1092",11,11,1,1,326.5516,36,"M","Parda ",5,12,1,1,3000,9,8322,5,8,8.00636756765025
"1099",11,11,1,1,252.9131,77,"M","Parda ",2,4,1,1,1200,9,5211,6,5,7.09007683577609
"1101",11,11,1,1,272.5642,67,"F","Parda ",7,16,1,1,2700,7,2352,9,2,7.90100705199242
"1102",11,11,1,1,272.5642,52,"F","Parda ",7,16,1,1,2700,7,2353,9,2,7.90100705199242
"1103",11,11,1,1,272.5642,47,"F","Branca",7,16,1,1,1200,9,2230,9,2,7.09007683577609
"1107",11,11,1,1,182.5735,49,"M","Parda ",3,9,1,1,200,9,9629,7,9,5.29831736654804
"1110",11,11,1,1,212.4664,20,"M","Parda ",2,1,1,1,1300,1,7112,3,7,7.17011954344963
"1112",11,11,1,1,125.8434,41,"F","Parda ",5,12,1,1,100,9,7531,2,7,4.60517018598809
"1114",11,11,1,1,125.8434,67,"F","Parda ",5,12,1,1,1212,1,9112,7,9,7.10002716662926
"1115",11,11,1,1,125.8434,42,"F","Parda ",7,16,1,1,1212,1,4110,4,4,7.10002716662926
"1116",11,11,1,1,171.1907,38,"F","Preta",2,7,1,1,1200,1,5153,4,5,7.09007683577609
"1117",11,11,1,1,171.1907,35,"M","Parda ",2,7,1,1,1500,1,7212,2,7,7.3132203870903
"1119",11,11,1,1,188.555,54,"M","Parda ",2,5,1,1,1700,1,9112,3,9,7.43838353004431
"1121",11,11,1,1,188.555,21,"M","Parda ",4,11,1,1,1700,1,9112,3,9,7.43838353004431
"1124",11,11,1,1,188.555,18,"F","Parda ",5,12,1,1,1500,1,4110,7,4,7.3132203870903
"1127",11,11,1,1,155.0098,35,"M","Amarela",7,16,1,1,4000,7,3355,8,3,8.29404964010203
"1129",11,11,1,1,137.6752,48,"F","Parda ",7,16,1,1,2000,7,5329,9,5,7.60090245954208
"1132",11,11,1,1,157.751,44,"M","Parda ",2,8,1,1,1212,1,5243,4,5,7.10002716662926
"1133",11,11,1,1,157.751,41,"F","Parda ",5,12,1,1,1212,1,7512,4,7,7.10002716662926
"1139",11,11,1,1,137.5777,39,"F","Parda ",7,16,1,1,1212,1,4110,7,4,7.10002716662926
"1141",11,11,1,1,152.7041,44,"M","Parda ",6,16,1,1,4000,7,412,8,10,8.29404964010203
"1142",11,11,1,1,152.7041,30,"F","Parda ",5,12,1,1,1100,2,4110,4,4,7.00306545878646
"1150",11,11,1,1,149.6489,45,"F","Parda ",1,0,1,1,500,4,9111,11,9,6.21460809842219
"1153",11,11,1,1,181.4924,23,"F","Parda ",4,11,1,1,1350,5,4110,7,4,7.20785987143248
"1155",11,11,1,1,197.4754,39,"F","Parda ",5,12,1,1,1200,1,4110,5,4,7.09007683577609
