"","Escola","ID_ESCOLA","id_municipio","rede","n_alunos","IEE","anos_escolares","ideb","MEDIA_MT_SAEB_2019","MEDIA_LP_SAEB_2019","MEDIA_CN_SAEB_2019","MEDIA_CH_SAEB_2019","NSE10","p_SE","p_brancos","me_educMae","Latitude","Longitude"
"1047","MIGUEL MUNHOZ FILHO",35902512,3550308,"estadual",228,1,"finais (6-9)",4.6,252.9,255.12,NA,NA,5.52,0.06,0.3,10.27,-23.65845333,-46.75969167
"1048","PAULO ROBERTO FAGGIONI PROFESSOR",35902573,3550308,"estadual",146,0.67,"finais (6-9)",4.5,249.17,248.34,NA,NA,5.58,0.08,0.38,9.79,-23.5172284,-46.4697622
"1049","NEYDY DE CAMPOS MELGES PROF",35902597,3550308,"estadual",145,0.67,"finais (6-9)",5.5,265.8,269.9,NA,NA,4.99,0.12,0.29,8.9,-23.519761,-46.3845295
"1050","ANTONIETA DE SOUZA ALCANTARA",35902615,3550308,"estadual",148,0.75,"finais (6-9)",2.2,178.45,168.95,NA,NA,4.72,0.07,0.22,8.33,-23.60716751,-46.43386058
"1051","CESAR DONATO CALABREZ",35902627,3550308,"estadual",82,0.75,"finais (6-9)",4.9,246.15,260.44,NA,NA,5.58,0.1,0.33,10.34,-23.5667458,-46.4040436
"1052","JOAO CAMARGO PROF",35902639,3550308,"estadual",197,0.83,"finais (6-9)",4.9,250.52,256.46,NA,NA,5.21,0.04,0.32,8.6,-23.6051279,-46.4785415
"1053","ROSA PAVONE PIMONT DOUTORA",35902664,3550308,"estadual",47,0.75,"finais (6-9)",5,246.52,262.07,NA,NA,4.86,0.06,0.36,9.14,-23.6823351,-46.7599916
"1054","FERNANDO MAURO PIRES DA ROCHA DEPUTADO",35902724,3550308,"estadual",72,0.67,"finais (6-9)",4.4,246.65,259.86,NA,NA,4.79,0.01,0.22,9.92,-23.60573,-46.40305
"1055","JULIETA FARAO PROFA",35902792,3550308,"estadual",51,0.92,"finais (6-9)",4.4,246.74,248.57,NA,NA,5.46,0,0.25,9.65,-23.6252599,-46.5057574
"1056","ARTHUR CHAGAS JUNIOR PROF",35902809,3550308,"estadual",68,0.67,"finais (6-9)",4.6,251.51,252.29,NA,NA,5.21,0.06,0.13,8.52,-23.6040963,-46.4967363
"1057","JOZINEIDE PEREIRA GAUDINO",35902810,3550308,"estadual",70,0.75,"finais (6-9)",3.7,228.87,241.09,NA,NA,4.72,0.09,0.29,8.12,-23.5756521,-46.48509
"1058","MARCELO TULMAN NETO",35902834,3550308,"estadual",61,0.75,"finais (6-9)",5.1,253.49,263.48,NA,NA,5.16,0.07,0.28,10.06,-23.5035254,-46.4165425
"1059","SAID MURAD",35902846,3550308,"estadual",103,0.5,"finais (6-9)",5,248.89,256.27,NA,NA,5.02,0.11,0.25,8.57,-23.5168667,-46.46286
"1060","JOAO BATISTA VILANOVA ARTIGAS PROF",35902858,3550308,"estadual",37,0.83,"finais (6-9)",6.5,294.35,296.85,NA,NA,5.32,0.22,0.32,11.22,-23.5056574,-46.3830648
"1061","FRANCISCO PARENTE",35902861,3550308,"estadual",132,0.67,"finais (6-9)",5,263.16,265.47,NA,NA,5.61,0.15,0.29,10.23,-23.4843311,-46.3801659
"1062","PEDRO BRASIL BANDECCHI PROF",35902871,3550308,"estadual",67,0.75,"finais (6-9)",5.2,263.47,259.81,NA,NA,5.21,0.07,0.33,8.46,-23.5122978,-46.384779
"1063","TANCREDO DE ALMEIDA NEVES PRES",35902901,3550308,"estadual",147,0.58,"finais (6-9)",4.7,262.37,264.96,NA,NA,5.29,0.03,0.28,8.25,-23.7767129,-46.696573
"1064","CHRISTIANO ALTENFELDER SILVA DOUTOR",35902913,3550308,"estadual",178,0.92,"finais (6-9)",4.8,265.54,263.27,NA,NA,5.39,0.06,0.22,10.08,-23.7649785,-46.7035536
"1065","CALHIM MANOEL ABUD",35902925,3550308,"estadual",208,1,"finais (6-9)",4.5,264.59,262.32,NA,NA,5.95,0.03,0.3,10.14,-23.68542778,-46.70185913
"1066","JOAO XXIII",35904173,3550308,"estadual",83,0.92,"finais (6-9)",5.1,262.31,267.31,NA,NA,5.22,0.1,0.18,9.27,-23.60189,-46.79489
"1067","LEONIDAS HORTA DE MACEDO PROFESSOR",35904247,3550308,"estadual",NA,NA,"finais (6-9)",NA,NA,NA,NA,NA,5.56,NA,NA,NA,-23.4458162,-46.7499978
"1068","MARILENA PIUMBATO CHAPARRO PROFESSORA",35904259,3550308,"estadual",68,0.83,"finais (6-9)",4.4,259.5,247.4,NA,NA,4.88,0.03,0.32,7.89,-23.4911848,-46.7600507
"1069","MARIUMA BUAZAR MAUAD",35904296,3550308,"estadual",NA,0.75,"finais (6-9)",NA,NA,NA,NA,NA,5.46,NA,NA,NA,-23.59908,-46.39622
"1070","AQUILINO RIBEIRO",35904302,3550308,"estadual",83,0.75,"finais (6-9)",4.6,243.22,235.21,NA,NA,5.08,0.06,0.27,9.48,-23.56239353,-46.40567706
"1071","GUERRA JUNQUEIRO",35904314,3550308,"estadual",95,0.58,"finais (6-9)",4.9,255.5,259.05,NA,NA,5.3,0.05,0.31,9.59,-23.5649942,-46.3939838
"1072","TANCREDO NEVES PRESIDENTE",35904326,3550308,"estadual",117,0.92,"finais (6-9)",5.6,269.52,268.1,NA,NA,5.57,0.09,0.35,9.9,-23.6223514,-46.5833348
"1073","MARTINHO DA SILVA",35904348,3550308,"estadual",110,0.75,"finais (6-9)",5.2,254.11,258.49,NA,NA,5.17,0.05,0.2,10,-23.6739968,-46.759501
"1074","MARIA ANTONIETA FERRAZ BIBLIOTECARIA",35904582,3550308,"estadual",61,0.75,"finais (6-9)",4.8,246.54,254.85,NA,NA,5.37,0.02,0.3,9.48,-23.59816503,-46.39577453
"1075","WASHINGTON ALVES NATEL",35904594,3550308,"estadual",522,0.83,"finais (6-9)",4.6,254.39,263.31,NA,NA,5.03,0.05,0.24,8.73,-23.7428382,-46.6703565
"1076","NILDO DO AMARAL JUNIOR PADRE",35904624,3550308,"estadual",38,0.67,"finais (6-9)",4.2,234.94,254.64,NA,NA,5.46,0.03,0.39,9.43,-23.5041691,-46.4668482
"1077","GIL VICENTE",35904879,3550308,"estadual",156,0.83,"finais (6-9)",4.6,242.82,250.39,NA,NA,5.05,0.03,0.24,8.93,-23.71502015,-46.77922726
"1078","ASSIS JOSE AMBROSIO",35906141,3550308,"estadual",46,0.75,"finais (6-9)",3.9,252.46,254.84,NA,NA,4.68,0.02,0.22,7.91,-23.4577972,-46.6713659
"1079","CLOVIS RENE CALABREZ PROF",35906165,3550308,"estadual",NA,0.75,"finais (6-9)",NA,NA,NA,NA,NA,4.98,NA,NA,NA,-23.5322476,-46.3998089
"1080","FRANCISCO MIGNONE",35906190,3550308,"estadual",55,0.75,"finais (6-9)",5.1,270.23,264.86,NA,NA,5.2,0.15,0.29,10.06,-23.5840514,-46.452489
"1081","YERVANT KISSAJIKIAN",35906207,3550308,"estadual",NA,NA,"finais (6-9)",NA,NA,NA,NA,NA,5.86,NA,NA,NA,-23.55324,-46.4376
"1082","ETELVINA DE GOES MARCUCCI PROFESSORA",35906530,3550308,"estadual",NA,0.83,"finais (6-9)",NA,NA,NA,NA,NA,4.46,NA,NA,NA,-23.6209018,-46.7321478
"1083","DIB AUDI",35906542,3550308,"estadual",NA,0.83,"finais (6-9)",NA,NA,NA,NA,NA,5.42,NA,NA,NA,-23.6394072,-46.7767585
"1084","OSCAR PEREIRA MACHADO",35906566,3550308,"estadual",113,0.83,"finais (6-9)",4.1,228.24,244.16,NA,NA,5.02,0.11,0.26,8.6,-23.6958113,-46.7772691
"1085","LEONOR FERNANDES COSTA ZACHARIAS",35906591,3550308,"estadual",76,0.83,"finais (6-9)",4.8,255.87,256.2,NA,NA,4.79,0.04,0.25,10.13,-23.86796039,-46.75562132
"1086","LEONIDAS PAIVA PROF",35906803,3550308,"estadual",71,0.75,"finais (6-9)",5.5,272.47,270.42,NA,NA,5.94,0.08,0.34,9.31,-23.4655044,-46.6086774
"1087","SALVADOR ALLENDE GOSSENS PRESIDENTE",35906967,3550308,"estadual",NA,NA,"finais (6-9)",NA,NA,NA,NA,NA,5.62,NA,NA,NA,-23.53819153,-46.43347609
"1088","MARIA DE LOURDES ARANHA DE ASSIS PACHECO PROFESSORA",35906980,3550308,"estadual",226,0.75,"finais (6-9)",5,257.51,257.56,NA,NA,5.59,0.08,0.28,11.49,-23.54399167,-46.43997833
"1089","JORGE LUIS BORGES",35907017,3550308,"estadual",178,0.83,"finais (6-9)",4.6,248.22,255.66,NA,NA,5.07,0.03,0.22,9.68,-23.57935,-46.40266
"1090","JACOB SALVADOR ZVEIBIL",35907108,3550308,"estadual",NA,NA,"finais (6-9)",NA,NA,NA,NA,NA,5.43,NA,NA,NA,-23.44516,-46.716585
"1091","SERGIO DA SILVA NOBREZA PROF",35907112,3550308,"estadual",120,0.92,"finais (6-9)",4.8,259.3,265.79,NA,NA,5.5,0.03,0.32,8.43,-23.5627727,-46.4985735
"1092","CAETANO ZAMITTI MAMMANA PROF",35907157,3550308,"estadual",143,0.92,"finais (6-9)",5,259.61,261.92,NA,NA,5.22,0.06,0.22,9.41,-23.49041068,-46.41780642
"1093","AFRANIO DE OLIVEIRA",35907194,3550308,"estadual",219,0.75,"finais (6-9)",5.1,266.33,273.02,NA,NA,5.47,0.05,0.34,9.59,-23.75426,-46.7045002
"1094","MIGUEL MALUHY COMENDADOR",35907637,3550308,"estadual",151,0.83,"finais (6-9)",5.2,262.38,276.16,NA,NA,5.75,0.07,0.33,10.47,-23.612125,-46.752393
"1095","OSWALDO GAGLIARDI",35908368,3550308,"estadual",151,0.67,"finais (6-9)",4.5,252.9,256.31,NA,NA,4.96,0.06,0.25,7.89,-23.5780739,-46.3912356
"1096","MAUD SA DE MIRANDA MONTEIRO PROFESSORA",35908373,3550308,"estadual",160,0.75,"finais (6-9)",5.9,280.31,278.48,NA,NA,5.4,0.07,0.34,10.14,-23.6768023,-46.785421
"1097","OSWALDO WALDER PROFESSOR",35908400,3550308,"estadual",NA,0.67,"finais (6-9)",NA,NA,NA,NA,NA,5.6,NA,NA,NA,-23.582296,-46.792456
"1098","JOSE DUARTE JUNIOR PROFESSOR",35908848,3550308,"estadual",114,0.75,"finais (6-9)",5.4,272.95,261.51,NA,NA,5.29,0.06,0.29,8.88,-23.74598074,-46.71198379
"1099","LIBERATO GROSSI PROF",35908939,3550308,"estadual",52,0.67,"finais (6-9)",4.5,237.89,249.72,NA,NA,4.84,0.08,0.27,10.15,-23.6129882,-46.5176503
"1100","LOURENCO ZANELATTI",35909051,3550308,"estadual",73,0.75,"finais (6-9)",4.8,253.14,247.95,NA,NA,5.27,0.01,0.27,9.72,-23.590766,-46.4823494
"1101","WILFREDO PINHEIRO PROF",35909075,3550308,"estadual",74,0.75,"finais (6-9)",5,266.77,270.19,NA,NA,5.41,0.08,0.31,9.55,-23.6107366,-46.4574217
"1102","JOAO SARMENTO PIMENTEL",35909099,3550308,"estadual",NA,NA,"finais (6-9)",NA,NA,NA,NA,NA,5.53,NA,NA,NA,-23.6111062,-46.4686643
"1103","VALDIR FERNANDES PINTO PROF",35909105,3550308,"estadual",72,0.67,"finais (6-9)",5.4,262.05,264.2,NA,NA,5.18,0.03,0.35,8.9,-23.6191944,-46.4946216
"1104","ISAAC SCHRAIBER PROFESSOR",35909117,3550308,"estadual",81,0.83,"finais (6-9)",5.1,254.74,250.28,NA,NA,5.37,0.05,0.41,9.2,-23.62592,-46.4687
"1105","SUMIE IWATA PROFESSORA",35909129,3550308,"estadual",53,0.92,"finais (6-9)",4.5,244.49,247.68,NA,NA,5.3,0.08,0.23,11.25,-23.54978,-46.42760333
"1106","INAH JACY DE CASTRO AGUIAR",35909130,3550308,"estadual",96,0.92,"finais (6-9)",5,250.07,255.65,NA,NA,5.5,0.05,0.31,10.23,-23.5951353,-46.4912339
"1107","MARIA LUCIA AMBROZIO PROFA",35909154,3550308,"estadual",120,0.67,"finais (6-9)",4.4,235.25,242.26,NA,NA,4.8,0.06,0.22,9,-23.5316766,-46.4186361
"1108","CARMELINDA MARQUES PEREIRA PROFESSORA",35909166,3550308,"estadual",160,0.75,"finais (6-9)",5.2,259.62,266.22,NA,NA,5.2,0.06,0.38,8.74,-23.6118456,-46.42719
"1109","SATURNINO PEREIRA PROFESSOR",35909185,3550308,"estadual",53,0.75,"finais (6-9)",4.5,245.54,241.96,NA,NA,5.16,0.06,0.26,10.52,-23.55087,-46.40246
"1110","AURELIO BUARQUE DE HOLANDA FERREIRA PROF",35909191,3550308,"estadual",NA,0.83,"finais (6-9)",NA,NA,NA,NA,NA,5.14,NA,NA,NA,-23.5276215,-46.4095489
"1111","MARIA VERA LOMBARDI SIQUEIRA PROFA",35910259,3550308,"estadual",118,0.75,"finais (6-9)",5,252.96,263.51,NA,NA,5.92,0.06,0.29,9.64,-23.5008728,-46.4086139
"1112","MARIA REGINA MACHADO DE CASTRO GUIMARAES PROFA",35910272,3550308,"estadual",95,0.83,"finais (6-9)",4.8,250.96,250.81,NA,NA,5.37,0.05,0.31,9.68,-23.5170981,-46.4197314
"1113","SERGIO PAULO MUNIZ PIMENTA CAPITAO",35910284,3550308,"estadual",NA,0.75,"finais (6-9)",NA,NA,NA,NA,NA,5.26,NA,NA,NA,-23.4940195,-46.3869232
"1114","HELIOS HEBER LINO PROFESSOR",35910302,3550308,"estadual",NA,1,"finais (6-9)",NA,NA,NA,NA,NA,5.4,NA,NA,NA,-23.4628824,-46.6729886
"1115","WALDEMAR RODRIGUES DA SILVA PASTOR",35910338,3550308,"estadual",125,0.75,"finais (6-9)",3.9,242.34,244,NA,NA,5.03,0.05,0.26,8.7,-23.6845125,-46.6645919
"1116","ARCANGELO SFORCIM",35910788,3550308,"estadual",105,0.75,"finais (6-9)",4.7,249.11,242.06,NA,NA,5.28,0.05,0.23,9.35,-23.49447,-46.4649497
"1117","GERALDINO DOS SANTOS DEPUTADO",35910831,3550308,"estadual",115,0.67,"finais (6-9)",4.5,249.34,247.37,NA,NA,4.74,0.06,0.28,7.8,-23.63055,-46.44496
"1118","THEREZINHA ARANHA MANTELLI",35910843,3550308,"estadual",NA,0.67,"finais (6-9)",NA,NA,NA,NA,NA,5.76,NA,NA,NA,-23.4999503,-46.4782419
"1119","OLINDA LEITE SINISGALLI PROFESSORA",35910995,3550308,"estadual",NA,NA,"finais (6-9)",NA,NA,NA,NA,NA,5.72,NA,NA,NA,-23.473452,-46.6773531
"1120","URBANO DE OLIVEIRA PINTO REV",35911008,3550308,"estadual",NA,0.75,"finais (6-9)",NA,NA,NA,NA,NA,5.32,NA,NA,NA,-23.522335,-46.4694328
"1121","HENRIQUE DE SOUZA FILHO HENFIL",35911033,3550308,"estadual",NA,NA,"finais (6-9)",NA,NA,NA,NA,NA,5.72,NA,NA,NA,-23.6480899,-46.5945144
"1122","DILSON FUNARO MINISTRO",35911537,3550308,"estadual",79,0.83,"finais (6-9)",4.2,227.94,234.5,NA,NA,4.73,0.01,0.37,7.55,-23.455935,-46.6530883
"1123","IRINEU MONTEIRO DE PINHO REV",35912268,3550308,"estadual",101,0.75,"finais (6-9)",4.6,253.68,255.95,NA,NA,5.16,0.05,0.26,8.58,-23.5259078,-46.4600744
"1124","ROSSINE CAMARGO GUARNIERI",35913431,3550308,"estadual",NA,NA,"finais (6-9)",NA,NA,NA,NA,NA,4.64,NA,NA,NA,-23.8032881,-46.7650538
"1125","FRANCISCO VOCCIO",35913820,3550308,"estadual",NA,NA,"finais (6-9)",NA,NA,NA,NA,NA,5.71,NA,NA,NA,-23.4562344,-46.6460345
"1126","LIVIO XAVIER",35914691,3550308,"estadual",162,0.67,"finais (6-9)",5.1,255.72,255.66,NA,NA,5.24,0.09,0.21,9.05,-23.5168073,-46.3906714
"1127","ARACI ZEBRAL TEIXEIRA",35914708,3550308,"estadual",74,0.75,"finais (6-9)",4.8,248.77,257.09,NA,NA,5.36,0.11,0.23,9.94,-23.5384901,-46.4006209
"1128","SERGIO ESTANISLAU CAMARGO",35914712,3550308,"estadual",NA,0.75,"finais (6-9)",NA,NA,NA,NA,NA,5.21,NA,NA,NA,-23.55430167,-46.40744167
"1129","ZIPORA RUBINSTEIN PROFESSORA",35914721,3550308,"estadual",198,0.83,"finais (6-9)",4.7,244.13,251.84,NA,NA,5.5,0.1,0.24,10.51,-23.5507,-46.4192
"1130","FLAVIO LA SELVA PROFESSOR",35914733,3550308,"estadual",106,0.75,"finais (6-9)",4.7,254.97,264.87,NA,NA,4.95,0.08,0.15,9.25,-23.6918877,-46.7657319
"1131","NORBERTO ALVES RODRIGUES PROFESSOR",35914745,3550308,"estadual",102,0.92,"finais (6-9)",4.7,251.58,255.49,NA,NA,4.98,0.08,0.17,10.7,-23.67439601,-46.75246643
"1132","MARLY DIVA BONFANTI PROFA",35915658,3550308,"estadual",68,0.75,"finais (6-9)",5,255.01,246.69,NA,NA,5.21,0.06,0.28,11.56,-23.473361,-46.650425
"1133","EUNICE TEREZINHA DE OLIVEIRA FRAGOAS PROFA",35915661,3550308,"estadual",80,0.92,"finais (6-9)",4.6,247.74,249.15,NA,NA,5.03,0.09,0.19,8.15,-23.4550411,-46.589002
"1134","HERMINIA DE ANDRADE PFUHL NEVES PROFESSORA",35915671,3550308,"estadual",109,0.75,"finais (6-9)",4.8,243.9,257.77,NA,NA,5.46,0.05,0.25,10.43,-23.5182737,-46.4530366
"1135","ZILDA ARNS NEUMANN",35915683,3550308,"estadual",133,0.83,"finais (6-9)",4.7,248.85,255.36,NA,NA,5.24,0.07,0.23,9.57,-23.5113474,-46.4586498
"1136","JACQUES ORLANDO CAMINHA D AVILA REVERENDO",35915725,3550308,"estadual",101,0.75,"finais (6-9)",5,255.88,257.57,NA,NA,5.43,0.02,0.32,9.87,-23.65847142,-46.7424721
"1137","JULIO DE CARVALHO BARATA",35916493,3550308,"estadual",74,0.83,"finais (6-9)",3.8,236.82,227.41,NA,NA,5.39,0.03,0.2,9.16,-23.5111687,-46.4732178
"1138","EDER BERNARDES DOS SANTOS SOLDADO PM",35916523,3550308,"estadual",80,1,"finais (6-9)",3.9,234.57,239.21,NA,NA,4.94,0.09,0.2,9.49,-23.5024851,-46.3790105
"1139","GUSTAVO BARROSO",35916729,3550308,"estadual",157,1,"finais (6-9)",4.4,241.84,235.46,NA,NA,4.93,0.03,0.24,8.21,-23.4549775,-46.5804306
"1140","BRENNO ROSSI MAESTRO",35916730,3550308,"estadual",113,0.83,"finais (6-9)",5.3,266.12,269.3,NA,NA,5.32,0.08,0.39,8.96,-23.60195,-46.45139
"1141","SIMAO MATHIAS PROFESSOR",35916742,3550308,"estadual",NA,NA,"finais (6-9)",NA,NA,NA,NA,NA,5.41,NA,NA,NA,-23.59465,-46.43963
"1142","PEDRO GERALDO COSTA DEPUTADO",35916754,3550308,"estadual",74,0.75,"finais (6-9)",4.4,237.89,251.19,NA,NA,5.1,0.04,0.27,9.54,-23.5454098,-46.3884358
"1143","AFIZ GEBARA DOUTOR",35916791,3550308,"estadual",213,0.92,"finais (6-9)",5.3,272.68,270.61,NA,NA,5.42,0.08,0.34,9.68,-23.67757654,-46.78692935
"1144","JOSE RAUL POLETTO",35916808,3550308,"estadual",73,0.67,"finais (6-9)",5.1,250.39,262.78,NA,NA,5.15,0.05,0.23,8.55,-23.68594513,-46.76471114
"1145","BELKICE MANHAES REIS PROFESSORA",35916812,3550308,"estadual",NA,NA,"finais (6-9)",NA,NA,NA,NA,NA,4.94,NA,NA,NA,-23.8724769,-46.6746624
"1146","PAULINA MADRE",35917382,3550308,"estadual",117,0.83,"finais (6-9)",5,250.82,258.43,NA,NA,5.03,0.03,0.25,9,-23.5067826,-46.3773064
"1147","MARLENE ADUA FORTUNATO PROFESSORA",35917503,3550308,"estadual",73,0.83,"finais (6-9)",4.6,246.36,248.27,NA,NA,4.89,0.07,0.27,7.73,-23.780333,-46.675215
"1148","RUY DE MELLO JUNQUEIRA",35920277,3550308,"estadual",NA,0.58,"finais (6-9)",NA,NA,NA,NA,NA,5.34,NA,NA,NA,-23.5852483,-46.4095794
"1149","JESUS JOSE ATTAB PROFESSOR",35920997,3550308,"estadual",88,0.75,"finais (6-9)",4.4,252.76,255.74,NA,NA,4.86,0.06,0.27,7.47,-23.7886742,-46.7217438
"1150","ALVARO SIMOES",35921312,3550308,"estadual",66,0.75,"finais (6-9)",4.6,242.48,247.45,NA,NA,5.52,0.08,0.27,10.23,-23.5228866,-46.4414267
"1151","LUCAS ROSCHEL RASQUINHO",35921324,3550308,"estadual",117,0.83,"finais (6-9)",4.5,253.71,261.07,NA,NA,5.24,0.03,0.21,7.62,-23.84583,-46.6978287
"1152","HAYDEE HIDALGO PROFESSORA",35922146,3550308,"estadual",88,0.67,"finais (6-9)",4.5,247.01,252.73,NA,NA,5.09,0.03,0.24,8.18,-23.62311,-46.41638
"1153","OSCAR BLOIS",35922249,3550308,"estadual",77,0.75,"finais (6-9)",5.2,259.95,259.99,NA,NA,5.46,0.12,0.34,10,-23.4480985,-46.7344155
"1154","SAPOPEMBA",35922894,3550308,"estadual",345,0.75,"finais (6-9)",5.4,266.73,268.69,NA,NA,5.87,0.07,0.4,10.83,-23.6055969,-46.4908397
"1155","JARDIM WILMA FLOR",35922900,3550308,"estadual",63,0.83,"finais (6-9)",3.4,228.16,229.3,NA,NA,5.18,0.11,0.21,8,-23.5759964,-46.3958625
"1156","PAULO ROLIM ROSA PROF",35922912,3550308,"estadual",NA,NA,"finais (6-9)",NA,NA,NA,NA,NA,5.22,NA,NA,NA,-23.5748173,-46.3994789
"1157","VILA BELA",35923047,3550308,"estadual",229,0.83,"finais (6-9)",4.5,239.28,249.45,NA,NA,5.06,0.05,0.25,8.39,-23.611138,-46.4514661
"1158","LEDA GUIMARAES NATAL",35923059,3550308,"estadual",199,0.67,"finais (6-9)",5.2,258.29,269.69,NA,NA,5.47,0.07,0.28,8.27,-23.8229698,-46.7289389
"1159","JAIR TOLEDO XAVIER PROFESSOR",35923254,3550308,"estadual",163,0.83,"finais (6-9)",4.4,248.96,258.48,NA,NA,5.84,0.07,0.31,9.82,-23.4733308,-46.6879287
"1160","JARDIM IGUATEMI",35923266,3550308,"estadual",160,0.75,"finais (6-9)",5.9,278.44,286.63,NA,NA,5.94,0.13,0.42,9.79,-23.59674278,-46.44427987
"1161","SILVANA EVANGELISTA PROFESSORA",35923278,3550308,"estadual",100,0.83,"finais (6-9)",4.3,247.95,244.81,NA,NA,5.4,0.06,0.27,8.12,-23.6288598,-46.4625244
"1162","NANCY DE OLIVEIRA FIDALGO PROFA",35923285,3550308,"estadual",104,0.83,"finais (6-9)",4.8,247.38,244.73,NA,NA,5.09,0.09,0.25,8.86,-23.5248433,-46.4251764
"1163","HEITOR VILLA LOBOS MAESTRO",35923461,3550308,"estadual",113,0.67,"finais (6-9)",4.9,268.48,272.93,NA,NA,5.55,0.06,0.31,9.47,-23.7326828,-46.6956778
"1164","CARAN APPARECIDO GONCALVES PROFESSOR",35923473,3550308,"estadual",70,0.75,"finais (6-9)",5.1,261.61,271.78,NA,NA,5.77,0.01,0.34,11.18,-23.6511244,-46.74457706
"1165","EMANOEL ALVES DE ARAUJO ARTISTA PLASTICO",35923497,3550308,"estadual",NA,0.83,"finais (6-9)",NA,NA,NA,NA,NA,4.88,NA,NA,NA,-23.7010145,-46.6369903
"1166","DOGIVAL BARROS GOMES PROFESSOR",35923503,3550308,"estadual",216,0.67,"finais (6-9)",4.7,249.61,255.46,NA,NA,5.1,0.04,0.19,8.48,-23.6825977,-46.6572348
"1167","LUCIANE DO ESPIRITO SANTO PROFA",35923527,3550308,"estadual",NA,NA,"finais (6-9)",NA,NA,NA,NA,NA,5.3,NA,NA,NA,-23.5359104,-46.397711
"1168","AMADOR DOS SANTOS FERNANDES PROF",35923539,3550308,"estadual",164,0.67,"finais (6-9)",5.1,254.97,262.12,NA,NA,5.23,0.12,0.3,10.21,-23.5221707,-46.4103399
"1169","MARIA DE LOURDES VIEIRA",35923588,3550308,"estadual",174,0.92,"finais (6-9)",4.9,251.55,245.61,NA,NA,5.1,0.07,0.23,10.43,-23.4900676,-46.4327101
"1170","WILSON RACHID",35923597,3550308,"estadual",221,0.92,"finais (6-9)",5.1,255.08,256.88,NA,NA,5.51,0.06,0.34,9.96,-23.4924846,-46.3902412
"1171","PARQUE ANHANGUERA",35923624,3550308,"estadual",186,0.75,"finais (6-9)",4.4,242.33,244.5,NA,NA,5.49,0.09,0.32,9.45,-23.4357819,-46.775564
"1172","EVANDRO CAVALCANTI LINS E SILVA",35923667,3550308,"estadual",81,0.75,"finais (6-9)",4.9,260.97,264.69,NA,NA,5.28,0.04,0.28,8.73,-23.7398006,-46.6808521
"1173","CLARICE SEIKO IKEDA CHAGAS",35923679,3550308,"estadual",141,0.75,"finais (6-9)",5.2,271.87,272.44,NA,NA,5.67,0.06,0.29,10.56,-23.7305334,-46.6879873
"1174","CELIA RIBEIRO LANDIM PROFA",35923795,3550308,"estadual",NA,NA,"finais (6-9)",NA,NA,NA,NA,NA,5.25,NA,NA,NA,-23.5091774,-46.3799657
"1175","MARCOS ANTONIO COSTA PROFESSOR",35923916,3550308,"estadual",175,0.92,"finais (6-9)",4.3,242.91,248.26,NA,NA,4.71,0.03,0.21,8.17,-23.63412,-46.44455
"1176","REPUBLICA DO SURINAME",35923990,3550308,"estadual",138,0.83,"finais (6-9)",4.8,244.79,263.15,NA,NA,5.43,0.06,0.27,10.68,-23.5092821,-46.3988812
"1177","CLEISE MARISA SIQUEIRA PROFA",35924003,3550308,"estadual",103,0.83,"finais (6-9)",5,263.75,260.08,NA,NA,5.28,0.03,0.28,10.43,-23.5162409,-46.4161959
"1178","REPUBLICA DO HAITI",35924246,3550308,"estadual",109,0.83,"finais (6-9)",5.4,269.67,262.85,NA,NA,5.41,0.13,0.3,8.77,-23.4947066,-46.5053257
"1179","PARQUE ECOLOGICO",35924258,3550308,"estadual",57,0.75,"finais (6-9)",5.4,268.35,272.79,NA,NA,4.93,0.07,0.18,9.6,-23.4820778,-46.471046
"1180","ANNETTE MARLENE FERNANDES DE MELLO IRMA",35924374,3550308,"estadual",NA,0.83,"finais (6-9)",NA,NA,NA,NA,NA,4.86,NA,NA,NA,-23.4839866,-46.4972153
"1181","JOAQUIN SUAREZ",35924490,3550308,"estadual",NA,0.75,"finais (6-9)",NA,NA,NA,NA,NA,4.83,NA,NA,NA,-23.6174844,-46.4851243
"1182","REPUBLICA DA NICARAGUA",35924647,3550308,"estadual",NA,0.83,"finais (6-9)",NA,NA,NA,NA,NA,5.4,NA,NA,NA,-23.612901,-46.4874918
"1183","ANILZA PIOLI PROFESSORA",35924738,3550308,"estadual",NA,0.83,"finais (6-9)",NA,NA,NA,NA,NA,4.9,NA,NA,NA,-23.44922,-46.7098
"1184","ELISIO TEIXEIRA LEITE III",35924748,3550308,"estadual",NA,0.75,"finais (6-9)",NA,NA,NA,NA,NA,5.03,NA,NA,NA,-23.4419391,-46.723872
"1185","LUIZA SALETTE JUNCA DE ALMEIDA PROFESSORA",35924751,3550308,"estadual",NA,0.75,"finais (6-9)",NA,NA,NA,NA,NA,5.05,NA,NA,NA,-23.4636567,-46.679555
"1186","REPUBLICA ARGENTINA",35924763,3550308,"estadual",28,0.83,"finais (6-9)",4.8,261.25,270.88,NA,NA,5.34,0.07,0.29,8.46,-23.44401,-46.7327
"1187","SERGIO MURILLO RADUAN PROFESSOR",35924787,3550308,"estadual",135,0.58,"finais (6-9)",4.4,254.95,264.42,NA,NA,5.13,0.08,0.25,8.13,-23.7815334,-46.67937334
"1188","JOAO DORIA DEPUTADO",35924829,3550308,"estadual",189,0.92,"finais (6-9)",4,229.13,236.42,NA,NA,5.24,0.04,0.23,8.31,-23.5190277,-46.3878588
